Delta Time, Position, Velocity, Heading, 
20, 0.000060, 0.005988, 3.927009, 
20, 0.000235, 0.008750, 3.926969, 
20, 0.000876, 0.032068, 3.926878, 
20, 0.002016, 0.057012, 3.926716, 
20, 0.003798, 0.089086, 3.926463, 
20, 0.006364, 0.128294, 3.926098, 
20, 0.009857, 0.174641, 3.925602, 
20, 0.014420, 0.228134, 3.924952, 
20, 0.020195, 0.288784, 3.924130, 
20, 0.027327, 0.356603, 3.923113, 
20, 0.035959, 0.431607, 3.921880, 
20, 0.046236, 0.513816, 3.920411, 
20, 0.058301, 0.603253, 3.918681, 
20, 0.072300, 0.699946, 3.916670, 
20, 0.088378, 0.803926, 3.914354, 
20, 0.106683, 0.915231, 3.911710, 
20, 0.127361, 1.033903, 3.908712, 
20, 0.150561, 1.159989, 3.905335, 
20, 0.176432, 1.293543, 3.901554, 
20, 0.205124, 1.434623, 3.897340, 
20, 0.236790, 1.583296, 3.892666, 
20, 0.271583, 1.739633, 3.887501, 
20, 0.309657, 1.903711, 3.881814, 
20, 0.351169, 2.075614, 3.875573, 
20, 0.396278, 2.255430, 3.868743, 
20, 0.445143, 2.443254, 3.861289, 
20, 0.497927, 2.639183, 3.853172, 
20, 0.554793, 2.843315, 3.844354, 
20, 0.615908, 3.055753, 3.834793, 
20, 0.681440, 3.276593, 3.824447, 
20, 0.751485, 3.502277, 3.813281, 
20, 0.826069, 3.729193, 3.801276, 
20, 0.905216, 3.957341, 3.788408, 
20, 0.988950, 4.186694, 3.774656, 
20, 1.077294, 4.417193, 3.759999, 
20, 1.170269, 4.648745, 3.744420, 
20, 1.267893, 4.881212, 3.727901, 
20, 1.370181, 5.114408, 3.710431, 
20, 1.477143, 5.348094, 3.691999, 
20, 1.588782, 5.581968, 3.672603, 
20, 1.705095, 5.815664, 3.652245, 
20, 1.826070, 6.048747, 3.630937, 
20, 1.951685, 6.280714, 3.608699, 
20, 2.081905, 6.510994, 3.585560, 
20, 2.216684, 6.738956, 3.561562, 
20, 2.355962, 6.963915, 3.536758, 
20, 2.499665, 7.185156, 3.511214, 
20, 2.647704, 7.401943, 3.485010, 
20, 2.799975, 7.613552, 3.458237, 
20, 2.956361, 7.819292, 3.430999, 
20, 3.116658, 8.014833, 3.403426, 
20, 3.280578, 8.196012, 3.375665, 
20, 3.447829, 8.362570, 3.347871, 
20, 3.618118, 8.514431, 3.320197, 
20, 3.791152, 8.651711, 3.292798, 
20, 3.966646, 8.774705, 3.265821, 
20, 4.144324, 8.883877, 3.239404, 
20, 4.323920, 8.979825, 3.213677, 
20, 4.505185, 9.063254, 3.188756, 
20, 4.687884, 9.134940, 3.164744, 
20, 4.871798, 9.195688, 3.141727, 
20, 5.056724, 9.246307, 3.119780, 
20, 5.242476, 9.287576, 3.098963, 
20, 5.428880, 9.320222, 3.079322, 
20, 5.615778, 9.344906, 3.060893, 
20, 5.803022, 9.362210, 3.043699, 
20, 5.990475, 9.372635, 3.027758, 
20, 6.178007, 9.376594, 3.013078, 
20, 6.365495, 9.374424, 2.999661, 
20, 6.552823, 9.366382, 2.987504, 
20, 6.739876, 9.352658, 2.976603, 
20, 6.926544, 9.333380, 2.966950, 
20, 7.112716, 9.308620, 2.958536, 
20, 7.298284, 9.278406, 2.951350, 
20, 7.483139, 9.242727, 2.945385, 
20, 7.667170, 9.201539, 2.940631, 
20, 7.850265, 9.154774, 2.937081, 
20, 8.032312, 9.102343, 2.934729, 
20, 8.213195, 9.044144, 2.933572, 
20, 8.392793, 8.979887, 2.933607, 
20, 8.570982, 8.909460, 2.934835, 
20, 8.747640, 8.832928, 2.937257, 
20, 8.922644, 8.750180, 2.940877, 
20, 9.095866, 8.661114, 2.945702, 
20, 9.267179, 8.565642, 2.951739, 
20, 9.436453, 8.463698, 2.958996, 
20, 9.603558, 8.355240, 2.967483, 
20, 9.768363, 8.240258, 2.977209, 
20, 9.930739, 8.118782, 2.988183, 
20, 10.090556, 7.990889, 3.000413, 
20, 10.247691, 7.856710, 3.013904, 
20, 10.402019, 7.716438, 3.028658, 
20, 10.553426, 7.570336, 3.044672, 
20, 10.701801, 7.418744, 3.061938, 
20, 10.847043, 7.262082, 3.080438, 
20, 10.989060, 7.100855, 3.100148, 
20, 11.127773, 6.935651, 3.121032, 
20, 11.263115, 6.767135, 3.143042, 
20, 11.395036, 6.596039, 3.166118, 
20, 11.523499, 6.423146, 3.190186, 
20, 11.648484, 6.249263, 3.215155, 
20, 11.769988, 6.075199, 3.240924, 
20, 11.888023, 5.901724, 3.267376, 
20, 12.002614, 5.729540, 3.294380, 
20, 12.113798, 5.559238, 3.321797, 
20, 12.221624, 5.391271, 3.349480, 
20, 12.326142, 5.225927, 3.377275, 
20, 12.427408, 5.063309, 3.405027, 
20, 12.525475, 4.903329, 3.432582, 
20, 12.620392, 4.745853, 3.459794, 
20, 12.712246, 4.592694, 3.486536, 
20, 12.801153, 4.445366, 3.512703, 
20, 12.887217, 4.303176, 3.538204, 
20, 12.970525, 4.165396, 3.562962, 
20, 13.051151, 4.031292, 3.586910, 
20, 13.129154, 3.900148, 3.609996, 
20, 13.204579, 3.771284, 3.632180, 
20, 13.277461, 3.644070, 3.653431, 
20, 13.347819, 3.517939, 3.673732, 
20, 13.415667, 3.392393, 3.693071, 
20, 13.481007, 3.267000, 3.711446, 
20, 13.543835, 3.141397, 3.728860, 
20, 13.604141, 3.015289, 3.745323, 
20, 13.661910, 2.888437, 3.760847, 
20, 13.717123, 2.760659, 3.775449, 
20, 13.769759, 2.631821, 3.789148, 
20, 13.819796, 2.501831, 3.801965, 
20, 13.867209, 2.370633, 3.813920, 
20, 13.911973, 2.238202, 3.825037, 
20, 13.954066, 2.104679, 3.835336, 
20, 13.993515, 1.972444, 3.844852, 
20, 14.030391, 1.843787, 3.853629, 
20, 14.064767, 1.718807, 3.861705, 
20, 14.096719, 1.597604, 3.869122, 
20, 14.126325, 1.480278, 3.875917, 
20, 14.153663, 1.366925, 3.882125, 
20, 14.178816, 1.257640, 3.887781, 
20, 14.201866, 1.152512, 3.892916, 
20, 14.222899, 1.051622, 3.897563, 
20, 14.242000, 0.955049, 3.901751, 
20, 14.259257, 0.862863, 3.905508, 
20, 14.274759, 0.775130, 3.908862, 
20, 14.288598, 0.691908, 3.911839, 
20, 14.300863, 0.613251, 3.914464, 
20, 14.311647, 0.539206, 3.916762, 
